file,emotion,text,speaker
Ses03F_impro08_M009,ang,what? are you kidding me?,Ses03M
Ses03F_impro08_M010,ang,"oh, my god.",Ses03M
Ses03F_impro08_M011,ang,i- i'm going to kill myself right now.,Ses03M
Ses03F_impro08_M012,ang,a free calling card?,Ses03M
Ses03F_impro08_M013,xxx,"no, i don't have a land line.",Ses03M
Ses03F_impro08_M014,ang,"that's it? okay, yeah. what else?",Ses03M
Ses03F_impro08_M015,ang,"okay, i need more than this. are you going to give me a little bit more?",Ses03M
Ses03F_impro08_M016,fru,so you take things from me and you expect me just to wait around.,Ses03M
Ses03F_impro08_M017,fru,"okay, so you think you're going to- -get me back some minutes, and that's going to make up for three days of business that i lost? okay, great.",Ses03M
Ses03F_impro08_M018,fru,"no, it's been--three days.",Ses03M
Ses03F_impro08_M019,fru,"fine, it's been a day. okay?",Ses03M
Ses03F_impro08_M020,xxx,a day's worth of business. you know how much i make in a day?,Ses03M
Ses03F_impro08_M021,neu,about three million dollars.,Ses03M
Ses03F_impro08_M022,xxx,"so, you're going to give me back ten dollars worth of minutes--",Ses03M
Ses03F_impro08_M023,xxx,-to make up the three million dollars.,Ses03M
Ses03F_impro08_M024,xxx,"ten hours? so, basically, a day's worth of minutes which i pay forty dollars a month from it.",Ses03M
Ses03F_impro08_M025,xxx,so you're giving me a dollar back.,Ses03M
Ses03F_impro08_M026,fru,"oh, my god.",Ses03M
Ses03F_script01_1_F000,xxx,what's he going to say? maybe we ought to talk to him before he sees it.,Ses03F
Ses03F_script01_1_F001,xxx,"what-how did he see it? i mean, i was the first one up. he was still in bed.",Ses03F
Ses03F_script01_1_F002,xxx,when?,Ses03F
Ses03F_script01_1_F003,xxx,what was he doing out at four in the morning?,Ses03F
Ses03F_script01_1_F004,neu,did you talk to him?,Ses03F
Ses03F_script01_1_F005,neu,"he cried hard, huh?",Ses03F
Ses03F_script01_1_F006,xxx,what was he doing out there at that time? he was dreaming about him again. he's walking around at night again.,Ses03F
Ses03F_script01_1_F007,neu,"could he-he's acting just like he did after he died, you know?",Ses03F
Ses03F_script01_1_F008,xxx,what's the meaning in that?,Ses03F
Ses03F_script01_1_F009,xxx,"well, what do you mean? what?",Ses03F
Ses03F_script01_1_F010,neu,"what do you mean, dishonest?",Ses03F
Ses03F_script01_1_F011,fru,"what, you're going to argue with him?",Ses03F
Ses03F_script01_1_F012,fru,you can't tell him that.,Ses03F
Ses03F_script01_1_F013,fru,we can't. it just won't work.,Ses03F
Ses03F_script01_1_F014,neu,they do come back.,Ses03F
Ses03F_script01_1_F015,xxx,"i know, but he doesn't know that.",Ses03F
Ses03F_script01_1_F016,xxx,three years has been a long time.,Ses03F
Ses03F_script01_1_F017,ang,"it's those goddamn newspapers, you know? i mean, it's like every day they come out with this new person that comes along. and the next one's going to be larry.",Ses03F
Ses03F_script01_1_F018,fru,what?,Ses03F
Ses03F_script01_1_F019,neu,why?,Ses03F
Ses03F_script01_1_F020,xxx,"well, i have an idea, but go on, tell me, what's the story?",Ses03F
Ses03F_script01_1_F021,neu,"well, that's only your business, chris.",Ses03F
Ses03F_script01_1_F022,fru,"well, it is. i mean, what do you want me to do? you're grown up; you know what's going on in your mind.",Ses03F
Ses03F_script01_1_F023,fru,"well, you better make sure your father's not- no- i'm just saying.",Ses03F
Ses03F_script01_1_F024,fru,"yeah, well i ignore what i got to ignore.",Ses03F
Ses03F_script01_1_F025,fru,and she-she's larry's girl.,Ses03F
Ses03F_script01_1_F026,fru,"well, from your father's point of view she is. i mean, he's still alive. you've got no right to take her.",Ses03F
Ses03F_script01_1_F027,xxx,"if you go on from that point, i don't know where you go.",Ses03F
Ses03F_script01_1_F028,fru,"'cause listen, i'm telling you, i don't know where to go from there. do you?",Ses03F
Ses03F_script01_1_F029,fru,what do you want from me?,Ses03F
Ses03F_script01_1_F030,neu,you're a considerate fella and there's nothing wrong in that.,Ses03F
Ses03F_script01_1_F031,neu,there's nothing wrong with it.,Ses03F
Ses03F_script01_1_F032,fru,you didn't ask her yet?,Ses03F
Ses03F_script01_1_F033,xxx,"well, how do you know she's going to marry you? i mean, what if she feels the same way as your father?",Ses03F
Ses03F_script01_1_F034,fru,"you know, the trouble is you've never had enough women. no, you never did.",Ses03F
Ses03F_script01_1_F035,fru,i don't understand why it has to be her.,Ses03F
Ses03F_script01_1_F036,fru,"that's a good answer, but it doesn't answer anything.",Ses03F
Ses03F_script01_1_F037,fru,"i mean, you haven't seen her since the war. i mean, it's been five years.",Ses03F
Ses03F_script01_1_F038,fru,"no, i don't want a diagram.",Ses03F
Ses03F_script01_1_F039,fru,"he thinks he's coming back. you go-go on and marry her, i mean, you're pronouncing her dead. and what's going to happen to your father, huh? i don't know. do you?",Ses03F
Ses03F_script01_1_F040,fru,"just, listen. give it more thought, is all.",Ses03F
Ses03F_script01_1_F041,xxx,what the hell is this?,Ses03F
Ses03F_script01_1_F042,xxx,you're crazy.,Ses03F
Ses03F_script01_1_F043,fru,you're what-you're going to leave the business? but you can't do that. what the hell is this?,Ses03F
Ses03F_script01_1_F044,fru,"oh, you have to be inspired.",Ses03F
Ses03F_script01_1_F045,neu,tell me something.,Ses03F
Ses03F_script01_1_F046,neu,you'd leave that business.,Ses03F
Ses03F_script01_1_F047,fru,you can't do that.,Ses03F
Ses03F_script01_1_F048,fru,"all right, but you can't do that. you can't talk like that.",Ses03F
Ses03F_script01_1_F049,fru,"we've worked all our lives for you. only for you, chris. the whole shootin' match is for you.",Ses03F
Ses03F_script01_1_F050,neu,i'm going to.,Ses03F
Ses03F_script01_1_F051,xxx,you just can't talk like that.,Ses03F
Ses03F_script01_1_F052,neu,"i don't know you, do i?",Ses03F
Ses03F_script01_1_F053,neu,yeah. i can see that.,Ses03F
Ses03F_script01_1_M000,neu,he saw it.,Ses03M
Ses03F_script01_1_M001,neu,he was out there when it happened.,Ses03M
Ses03F_script01_1_M002,neu,"um, about four this morning. uh- i heard a crack and i looked out and i saw him standing there.",Ses03M
Ses03F_script01_1_M003,neu,i don't know. but after it cracked he went back in the house and he cried in the kitchen.,Ses03M
Ses03F_script01_1_M004,neu,"no, i uh-, i figured the best thing to do was to leave him alone.",Ses03M
Ses03F_script01_1_M005,neu,i could hear it right through the floor.,Ses03M
Ses03F_script01_1_M006,neu,i guess he is.,Ses03M
Ses03F_script01_1_M007,neu,i don't know.,Ses03M
Ses03F_script01_1_M008,neu,"but i know one thing, mom. we've made a terrible mistake with dad.",Ses03M
Ses03F_script01_1_M009,neu,being dishonest with him. that kind of thing always pays off and now it's paying off.,Ses03M
Ses03F_script01_1_M010,xxx,you know larry's not coming back and i know that too. why do we go on letting him think that we believe with him?,Ses03M
Ses03F_script01_1_M011,fru,"no, i don't want to argue with him, but it's time that he realized that no one believes that larry's coming back anymore.",Ses03M
Ses03F_script01_1_M012,fru,we got to tell him that.,Ses03M
Ses03F_script01_1_M013,fru,"you know, for god's sakes it's been three years. no one comes back after three years. it's insane.",Ses03M
Ses03F_script01_1_M014,fru,"all right. just- sit down, mom. i want to talk to you.",Ses03M
Ses03F_script01_1_M015,fru,"all right. all right. just come on, sit down.",Ses03M
Ses03F_script01_1_M016,neu,"you know-you know why i asked annie here, right?",Ses03M
Ses03F_script01_1_M017,neu,you know.,Ses03M
Ses03F_script01_1_M018,neu,i want to ask her to marry me.,Ses03M
Ses03F_script01_1_M019,fru,"come on, you know that's not only my business.",Ses03M
Ses03F_script01_1_M020,neu,so it's all right. i'll just go ahead with it.,Ses03M
Ses03F_script01_1_M021,ang,"see, then it's not just my business. god, you have",Ses03M
Ses03F_script01_1_M022,ang,"-oh, you infuriate me sometimes. you know, it's not just my business too if dad throws a fit.",Ses03M
Ses03F_script01_1_M023,xxx,god. you have such a talent for ignoring things.,Ses03M
Ses03F_script01_1_M024,xxx,"no, she is not larry's girl.",Ses03M
Ses03F_script01_1_M025,xxx,"oh, i don't know.",Ses03M
Ses03F_script01_1_M026,sad,"every time i reach out for something i have to pull back because other people will suffer. my whole entire life, time and time after time.",Ses03M
Ses03F_script01_1_M027,ang,to hell with that.,Ses03M
Ses03F_script01_1_M028,neu,i didn't ask annie yet.,Ses03M
Ses03F_script01_1_M029,neu,i wanted to get this settled first.,Ses03M
Ses03F_script01_1_M030,neu,well then i guess it's over then. but from her letters i think she's forgotten him.,Ses03M
Ses03F_script01_1_M031,neu,"i'll find out. but then after it's all over we'll thrash it out with dad, right?",Ses03M
Ses03F_script01_1_M032,fru,"mom, don't avoid me.",Ses03M
Ses03F_script01_1_M033,fru,so what? i'm not fast with women.,Ses03M
Ses03F_script01_1_M034,neu,because it is.,Ses03M
Ses03F_script01_1_M035,fru,i just-,Ses03M
Ses03F_script01_1_M036,neu,it just is. i-,Ses03M
Ses03F_script01_1_M037,fru,"i grew up with her. okay. all these years, when i think of someone i want to be my wife i think of annie. what do you want, a diagram?",Ses03M
Ses03F_script01_1_M038,fru,"okay. all right, then.",Ses03M
Ses03F_script01_1_M039,fru,"no, i've given it three years of thought.",Ses03M
Ses03F_script01_1_M040,xxx,and i thought that if i waited then dad would forget about larry and then we could have a regular wedding and everything happy.,Ses03M
Ses03F_script01_1_M041,neu,but if i can't have that here then i'll get out.,Ses03M
Ses03F_script01_1_M042,neu,i'll get out. i'll marry her somewhere else. maybe new york.,Ses03M
Ses03F_script01_1_M043,xxx,i've been a sucker too long. i'm through with it.,Ses03M
Ses03F_script01_1_M044,fru,the business. the business doesn't inspire me.,Ses03M
Ses03F_script01_1_M045,ang,yes. i like it an hour out of the day. if i have to grub for money all day long at least that evening i want it beautiful. i want a wife. i want a family. i want some kids. i want to build something i can give myself to.,Ses03M
Ses03F_script01_1_M046,ang,"now, annie's in the middle of all that.",Ses03M
Ses03F_script01_1_M047,neu,"now, where do i find it?",Ses03M
Ses03F_script01_1_M048,neu,yes. on this i would.,Ses03M
Ses03F_script01_1_M049,neu,then help me stay here.,Ses03M
Ses03F_script01_1_M050,neu,okay. just-,Ses03M
Ses03F_script01_1_M051,fru,"yeah, i know, i know, just help me stay here, all right?",Ses03M
Ses03F_script01_1_M052,neu,i am thinking like that.,Ses03M
Ses03F_script01_1_M053,neu,"no, you don't. i'm a pretty tough guy.",Ses03M
Ses03F_script01_2_F000,ang,why did you invite her here?,Ses03F
Ses03F_script01_2_F001,ang,she's been in new york for three-and-a-half years. she don't just suddenly come and-,Ses03F
Ses03F_script01_2_F002,ang,you don't travel seven hundred miles just to see.,Ses03F
Ses03F_script01_2_F003,xxx,he's not going to marry her.,Ses03F
Ses03F_script01_2_F004,ang,it's got that about it.,Ses03F
Ses03F_script01_2_F005,xxx,"what's going on here, joe?",Ses03F
Ses03F_script01_2_F006,ang,she's not larry's girl. she knows that.,Ses03F
Ses03F_script01_2_F007,xxx,then why is she married? then why isn't she married? she's been in new york and there's hundreds of single men there.,Ses03F
Ses03F_script01_2_F008,xxx,"i'm sure hundreds of them asked her and told her that she's foolish, but no.",Ses03F
Ses03F_script01_2_F009,xxx,she's waited.,Ses03F
Ses03F_script01_2_F010,xxx,"because she thinks like me, that's why.",Ses03F
Ses03F_script01_2_F011,sad,"she's faithful as a rock, don't you know. in my worst moments i can think of her-",Ses03F
Ses03F_script01_2_F012,xxx,"i think again, that i'm-i'm right.",Ses03F
Ses03F_script01_2_F013,ang,"nobody in my house better ever dare-dare to challenge her faith. maybe strangers, but not his father, not his brother.",Ses03F
Ses03F_script01_2_F014,xxx,because he's not coming back. then what do i got to live for? i'll kill myself.,Ses03F
Ses03F_script01_2_F015,ang,"don't, don't laugh at me, don't laugh at me.",Ses03F
Ses03F_script01_2_F016,ang,"look at it. because why, when she came here and she slept in his room, the memorial broke into pieces. look at it, look at it, joe.",Ses03F
Ses03F_script01_2_F017,xxx,"you got to believe, believe with me because i can't stand all alone.",Ses03F
Ses03F_script01_2_F018,sad,"no, you've got to believe.",Ses03F
Ses03F_script01_2_F019,xxx,"believe, joe. you above all people have got to believe.",Ses03F
Ses03F_script01_2_F020,sad,you got to keep believing.,Ses03F
Ses03F_script01_2_F021,sad,i can't help it.,Ses03F
Ses03F_script01_2_M000,xxx,why? does that bother you?,Ses03M
Ses03F_script01_2_M001,neu,"well, maybe, maybe he just wanted to see her.",Ses03M
Ses03F_script01_2_M002,xxx,"what do you mean? they lived next door to each other their entire lives. why shouldn't he want to see her? hey, don't look at me like that. i don't know anymore than you do.",Ses03M
Ses03F_script01_2_M003,neu,how do you know he's even thinking about it?,Ses03M
Ses03F_script01_2_M004,neu,"well, so what?",Ses03M
Ses03F_script01_2_M005,fru,"listen, kid-",Ses03M
Ses03F_script01_2_M006,neu,you can't read her mind.,Ses03M
Ses03F_script01_2_M007,neu,how do you know why she's waited?,Ses03M
Ses03F_script01_2_M008,neu,"look, it's a nice day. what are we arguing for?",Ses03M
Ses03F_script01_2_M009,neu,calm yourself.,Ses03M
Ses03F_script01_2_M010,fru,calm yourself.,Ses03M
Ses03F_script01_2_M011,ang,all right. all right. calm yourself.,Ses03M
Ses03F_script01_2_M012,fru,okay. just calm yourself.,Ses03M
Ses03F_script01_2_M013,ang,"why me, above all?",Ses03M
Ses03F_script01_2_M014,ang,huh?,Ses03M
Ses03F_script01_2_M015,ang,why me above all?,Ses03M
Ses03F_script01_2_M016,ang,"look at you, you're shaking.",Ses03M
Ses03F_script01_2_M017,ang,what have i got to hide?,Ses03M
Ses03F_script01_2_M018,ang,"huh? what the hell's the matter with you, kate?",Ses03M
Ses03F_script01_3_F000,hap,you're the only one i know that still loves his parents.,Ses03F
Ses03F_script01_3_F001,hap,"no, it's all right. there's nothing wrong in that, you know.",Ses03F
Ses03F_script01_3_F002,hap,it's really lovely here. the air is sweet.,Ses03F
Ses03F_script01_3_F003,sad,no. i'm not sorry. it's-,Ses03F
Ses03F_script01_3_F004,xxx,i can't stay.,Ses03F
Ses03F_script01_3_F005,fru,"well, for one thing, your mother so much has told me to go. [laughter].",Ses03F
Ses03F_script01_3_F006,xxx,"look,",Ses03F
Ses03F_script01_3_F007,xxx,"you've been acting kind of, well, you know.",Ses03F
Ses03F_script01_3_F008,sad,"well, you've been embarrassed ever since i came.",Ses03F
Ses03F_script01_3_F009,xxx,yeah.,Ses03F
Ses03F_script01_3_F010,xxx,"yeah, they would. especially your mom.",Ses03F
Ses03F_script01_3_F011,hap,"well, i mean,",Ses03F
Ses03F_script01_3_F012,hap,"from her opinion, why else would i come here?",Ses03F
Ses03F_script01_3_F013,hap,"well, i guess that's why i came.",Ses03F
Ses03F_script01_3_F014,hap,"i've been ready for a long, long time.",Ses03F
Ses03F_script01_3_F015,xxx,look,Ses03F
Ses03F_script01_3_F016,xxx,i was almost married two years ago.,Ses03F
Ses03F_script01_3_F017,xxx,'cause you started to write me.,Ses03F
Ses03F_script01_3_F018,hap,every day since.,Ses03F
Ses03F_script01_3_F019,xxx,"well, i don't know, you didn't write until then and then when you did, what'd you say?",Ses03F
Ses03F_script01_3_F020,xxx,you always can be so ambiguous.,Ses03F
Ses03F_script01_3_F021,hap,i don't know if i ever can forgive you for that. why'd you wait so long? i sat in my room wondering if i was crazy for thinking about you.,Ses03F
Ses03F_script01_3_F022,xxx,"not like that, you're not.",Ses03F
Ses03F_script01_3_F023,hap,"like larry's brother. do it like you, chris.",Ses03F
Ses03F_script01_3_F024,xxx,what is it?,Ses03F
Ses03F_script01_3_F025,sad,no. what is it? is it your mother?,Ses03F
Ses03F_script01_3_F026,sad,"well then tell me what's wrong. i mean, even in your letters there's something ashamed.",Ses03F
Ses03F_script01_3_F027,sad,you should tell me.,Ses03F
Ses03F_script01_3_F028,sad,"but, chris, it wouldn't work like this.",Ses03F
Ses03F_script01_3_F029,sad,"yeah, sure.",Ses03F
Ses03F_script01_3_F030,sad,how many?,Ses03F
Ses03F_script01_3_F031,sad,geez.,Ses03F
Ses03F_script01_3_F032,sad,and you still feel that way?,Ses03F
Ses03F_script01_3_F033,sad,"because you can't feel that way, never again, chris. you hear me? never. i mean, the money and me too.",Ses03F
Ses03F_script01_3_F034,xxx,"i mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. a man should be paid for that.",Ses03F
Ses03F_script01_3_F035,hap,what am i going to do with a fortune?,Ses03F
Ses03F_script01_3_M000,hap,"yeah. i know. it went out of style, didn't it?",Ses03M
Ses03F_script01_3_M001,neu,you're not sorry you came?,Ses03M
Ses03F_script01_3_M002,xxx,why not?,Ses03M
Ses03F_script01_3_M003,neu,well-,Ses03M
Ses03F_script01_3_M004,neu,what?,Ses03M
Ses03F_script01_3_M005,xxx,"yes, i guess i have been. but it's going from me now.",Ses03M
Ses03F_script01_3_M006,hap,"oh look, um, well, the thing is, i was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",Ses03M
Ses03F_script01_3_M007,xxx,how did you know?,Ses03M
Ses03F_script01_3_M008,xxx,"well, uh- would you want to?",Ses03M
Ses03F_script01_3_M009,hap,"i, i guess that's why i asked you to come.",Ses03M
Ses03F_script01_3_M010,hap,"oh, annie.",Ses03M
Ses03F_script01_3_M011,hap,"annie, i love you.",Ses03M
Ses03F_script01_3_M012,hap,i love you a great deal.,Ses03M
Ses03F_script01_3_M013,hap,i-i love you. i have no imagination. that's all i know how to tell it.,Ses03M
Ses03F_script01_3_M014,hap,"i'm embarrassing you. i didn't want to tell you it here. i wanted to go somewhere that would be brand-new to each other. it feels wrong here, don't you? this yard and this chair.",Ses03M
Ses03F_script01_3_M015,hap,i don't want to win you from anybody. i want you to be ready for me.,Ses03M
Ses03F_script01_3_M016,xxx,then he's gone forever. you're sure?,Ses03M
Ses03F_script01_3_M017,sur,why didn't you?,Ses03M
Ses03F_script01_3_M018,hap,you felt something that far back?,Ses03M
Ses03F_script01_3_M019,hap,why didn't you let me know?,Ses03M
Ses03F_script01_3_M020,hap,"give me a kiss, annie.",Ses03M
Ses03F_script01_3_M021,hap,give me-,Ses03M
Ses03F_script01_3_M022,xxx,"[laughter]. god, i kissed annie. i kissed annie. how long, how long i've been waiting to kiss you.",Ses03M
Ses03F_script01_3_M023,hap,we're going to live now. i'm going to make you so happy.,Ses03M
Ses03F_script01_3_M024,hap,i kissed you.,Ses03M
Ses03F_script01_3_M025,sad,let's drive somewhere. i want to be alone with you.,Ses03M
Ses03F_script01_3_M026,neu,"no, no, no, no. nothing like that.",Ses03M
Ses03F_script01_3_M027,sad,"yeah. i guess there is. i guess i was, but uh- it's going from me now.",Ses03M
Ses03F_script01_3_M028,sad,i don't know where to start.,Ses03M
Ses03F_script01_3_M029,sad,you know when i went overseas. i said i was in command of a company.,Ses03M
Ses03F_script01_3_M030,sad,"well, i lost them.",Ses03M
Ses03F_script01_3_M031,sad,just about all.,Ses03M
Ses03F_script01_3_M032,sad,it takes a little while to toss that off. because they weren't just men.,Ses03M
Ses03F_script01_3_M033,sad,"for instance, one time, it had to have been raining several days. there was this one kid, he came up to me and he gave me his last pair of dry socks. put them in my pocket.",Ses03M
Ses03F_script01_3_M034,sad,"i mean, that's-that's only a little thing, but that's the kind of guys i had. they didn't just die. they killed themselves for each other. and i mean that exactly. a little more selfish and they'd still be here today.",Ses03M
Ses03F_script01_3_M035,sad,"and i, and i thought something watching them go down.",Ses03M
Ses03F_script01_3_M036,sad,"everything was being destroyed, see, but there was one new thing that was being created. a kind of responsibility, man for man. you understand me?",Ses03M
Ses03F_script01_3_M037,sad,and to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,Ses03M
Ses03F_script01_3_M038,sad,and i came back here and it was incredible. there was no meaning in that here. the whole thing to them was a bus accident.,Ses03M
Ses03F_script01_3_M039,sad,and i went to work with dad and that rat race again. and i felt what you said-ashamed somehow. because nobody was changed at all. it seemed to make a sucker out of a lot of guys.,Ses03M
Ses03F_script01_3_M040,sad,"and i felt wrong to be alive. to drive the car, to see the new checkbook, to see the new refrigerator. i mean, you can take those things out of the war. but you got to know that when you drive that car that that came out of the love a man can have for another man. and you got to be a little bit better because of that.",Ses03M
Ses03F_script01_3_M041,sad,"otherwise, what you have here is loot; and there's blood on it.",Ses03M
Ses03F_script01_3_M042,sad,and i didn't want to take any of it.,Ses03M
Ses03F_script01_3_M043,sad,and i guess that included you.,Ses03M
Ses03F_script01_3_M044,xxx,"i want you now, annie.",Ses03M
Ses03F_script01_3_M045,hap,"annie,",Ses03M
Ses03F_script01_3_M046,hap,"annie, i'm going to make a fortune for you.",Ses03M
Ses03F_script02_1_F000,sad,fine.,Ses03F
Ses03F_script02_1_F001,xxx,what flashlight?,Ses03F
Ses03F_script02_1_F002,xxx,that's not your flashlight; it's ours. it's mine too.,Ses03F
Ses03F_script02_1_F003,ang,"i don't understand why you're always saying oh, it's mine, it's mine. it's not like it's just your flashlight. i mean, how do you think that makes me feel?",Ses03F
Ses03F_script02_1_F004,xxx,yes.,Ses03F
Ses03F_script02_1_F005,xxx,i'm cold.,Ses03F
Ses03F_script02_1_F006,xxx,"it's past eleven, let's go home.",Ses03F
Ses03F_script02_1_F007,xxx,there is no point in coming down here.,Ses03F
Ses03F_script02_1_F008,xxx,that's my point.,Ses03F
Ses03F_script02_1_F009,xxx,"well, so let's go.",Ses03F
Ses03F_script02_1_F010,sad,not particularly.,Ses03F
Ses03F_script02_1_F011,sad,i don't know. i just don't.,Ses03F
Ses03F_script02_1_F012,ang,pass up what? a bunch of fish. they swim up to the beach and they flop around and they swim away and then they die.,Ses03F
Ses03F_script02_1_F013,fru,"i don't know why you're getting so excited. i mean, it's not like the landing of the moon or something. it's just fish. fish that nobody eats.",Ses03F
Ses03F_script02_1_F014,fru,"oh, god, augie.",Ses03F
Ses03F_script02_1_F015,xxx,"i'm just not. i mean, i'm sorry, it just-they're still fish to me.",Ses03F
Ses03F_script02_1_F016,xxx,yes.,Ses03F
Ses03F_script02_1_F017,fru,"yes, and if you also remember, i got sand in my panties. we got into an argument about nothing. you got a sore throat and we never saw the grunions.",Ses03F
Ses03F_script02_1_F018,fru,"no, for god's sakes, we've never seen the grunions. we're not going to see them.",Ses03F
Ses03F_script02_1_F019,xxx,"yeah, that's the wind.",Ses03F
Ses03F_script02_1_F020,xxx,about what?,Ses03F
Ses03F_script02_1_F021,xxx,it's ridiculous.,Ses03F
Ses03F_script02_1_M000,hap,"hey, what time is it? they're supposed to run around midnight, right? god, this is great, isn't it?",Ses03M
Ses03F_script02_1_M001,hap,look at the night we got; couldn't be better.,Ses03M
Ses03F_script02_1_M002,hap,"you know actually, i wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but i thought we'd miss it. hey, how you doing?",Ses03M
Ses03F_script02_1_M003,hap,"oh, is that-is that-now, is that just foam, uhh, i can't even tell.",Ses03M
Ses03F_script02_1_M004,hap,"oh, though if i can't tell it probably isn't them, right? it probably would be unmistakable, wouldn't you think? hey, how you doing?",Ses03M
Ses03F_script02_1_M005,hap,"oh, do you know what i forgot? i forgot my flashlight. how could i be so stupid. oh, i-i should have brought my flashlight.",Ses03M
Ses03F_script02_1_M006,hap,"uh- you know, the flashlight. the silver one. there's only one, isn't there?",Ses03M
Ses03F_script02_1_M007,xxx,"oh, well, sure.",Ses03M
Ses03F_script02_1_M008,xxx,"no, of course. yours and mine. our flashlight. yours and mine. mi flashlight is su flashlight. naturally.",Ses03M
Ses03F_script02_1_M009,hap,we should have brought our flashlight. i can't believe we forgot to bring it.,Ses03M
Ses03F_script02_1_M010,hap,i hope the moon stays out.,Ses03M
Ses03F_script02_1_M011,hap,"hey, do they always run during a full moon? i can't remember if it was full last year. do you remember?",Ses03M
Ses03F_script02_1_M012,xxx,are you cold? do you want my jacket?,Ses03M
Ses03F_script02_1_M013,hap,"we should have brought the blanket. oh, why didn't we bring the blanket? our blanket.",Ses03M
Ses03F_script02_1_M014,hap,"you know what would be good right now? a six-pack. ah, i can't believe i forgot a six-pack. a six-pack would be just the ticket right about now.",Ses03M
Ses03F_script02_1_M015,hap,i'm so stupid. i'm like a little kid. i-it's amazing i get out of the house with my fly zipped. oh- [laughter].,Ses03M
Ses03F_script02_1_M016,hap,i wonder if they can hear us talk. or hear the vibrations in the sand when we move.,Ses03M
Ses03F_script02_1_M017,neu,do you want my jacket?,Ses03M
Ses03F_script02_1_M018,sur,what? are you kidding me? we just got here. we'd miss it. what's the point of coming down there if we just turn around and go home?,Ses03M
Ses03F_script02_1_M019,neu,right.,Ses03M
Ses03F_script02_1_M020,neu,"yeah, that's my point too.",Ses03M
Ses03F_script02_1_M021,hap,"no. no, no, no, that's not my point. my point is there's no point in coming down here if we just turn around and leave.",Ses03M
Ses03F_script02_1_M022,neu,"i mean, don't you want to see it?",Ses03M
Ses03F_script02_1_M023,neu,why not?,Ses03M
Ses03F_script02_1_M024,xxx,"honey, this is a natural-this is a natural phenomenon. i mean, it only happens once a year. this is, this is a great opportunity. think about the people in kansas. they would have to get a plane ticket and hotel reservation to come and see this. we're only forty minutes away. this is too good to pass up.",Ses03M
Ses03F_script02_1_M025,xxx,yeah. but that moment on the beach is the highlight of their little lives. and all that flopping around is laying eggs or what you-spawning or mating or something like that.,Ses03M
Ses03F_script02_1_M026,xxx,"i mean, this is the big night for these guys. life's last orgy.",Ses03M
Ses03F_script02_1_M027,xxx,"yeah, they do.",Ses03M
Ses03F_script02_1_M028,xxx,"what, okay, then it's fish that do something no other fish do. like the swallows in capistrano or the lemmings who throw themselves off the cliffs.",Ses03M
Ses03F_script02_1_M029,xxx,"there's magic here and mystery and a little bit of the unexplainable. i mean, i don't see how you cannot be interested.",Ses03M
Ses03F_script02_1_M030,sur,for real?,Ses03M
Ses03F_script02_1_M031,xxx,i don't get it. the last time-the first time that we came to see it you said it was the best night of your life.,Ses03M
Ses03F_script02_1_M032,xxx,and then last year when we came to see it you ran out of the house so fast that you stubbed your toe. and you didn't even notice until you got in the car.,Ses03M
Ses03F_script02_1_M033,xxx,we weren't in a good spot.,Ses03M
Ses03F_script02_1_M034,fru,"we just weren't in a good spot, all right? this is a much better spot. i have a good instinct for these things. look, is that-",Ses03M
Ses03F_script02_1_M035,xxx,"no, that's just seaweed, isn't it? this is great, isn't it?",Ses03M
Ses03F_script02_1_M036,hap,"i wouldn't miss this for anything. i mean, think about this. okay, i know you're not interested, but just think about this for a minute.",Ses03M
Ses03F_script02_1_M037,xxx,somewhere out there there's this huge silver mass of fish heading this way. they don't know why. and we don't know why. just some little instinctual time-release firecracker went off-went off in their bodies.,Ses03M
Ses03F_script02_1_M038,hap,"and they all, all as one, turned as one and formed this line as big as the california coast and started swimming this way. swimming as if that's the only thing that matters.",Ses03M
Ses03F_script02_1_M039,hap,"you know, they didn't ask it a question. they didn't, they didn't take a vote. they didn't have an invitation or a map; they just started swimming as one.",Ses03M
Ses03F_script02_1_M040,hap,"its single-mindedness with one mind. urgency that's pure urge. you know, they don't give it a name.",Ses03M
Ses03F_script02_1_M041,hap,"they don't ask it a question. they just, they just, they don't know what drives them. they just turn as one and start the swim that brings them to here",Ses03M
Ses03F_script02_1_M042,hap,"where we stand for a massive celebration of sex and death. oh, god, i'm giving myself goosebumps. look, i'm all-all my hairs on my arms is sticking up.",Ses03M
Ses03F_script02_1_M043,xxx,so what do you think?,Ses03M
Ses03F_script02_1_M044,neu,about what i just said.,Ses03M
Ses03F_script02_2_F000,neu,about what?,Ses03F
Ses03F_script02_2_F001,xxx,it's ridiculous.,Ses03F
Ses03F_script02_2_F002,xxx,"it's so p.r. i mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",Ses03F
Ses03F_script02_2_F003,xxx,exactly. everyone else is told the same thing. it keeps them feeling excited. keeps them coming back. keeps them thinking life's going to start at any minute now.,Ses03F
Ses03F_script02_2_F004,xxx,i don't care. it's still fish to me.,Ses03F
